Date,Open,High,Low,Close,Adj Close,Volume
2017-01-20,236.615387,237.692307,233.076920,234.846161,218.432953,10861851
2017-01-23,234.615387,234.692307,227.538467,228.846161,212.852325,7682142
2017-01-24,229.692307,231.230774,229.384613,230.769226,214.641006,4379245
2017-01-25,234.000000,234.384613,232.461533,233.615387,217.288193,4957121
2017-01-26,234.153839,234.538467,231.769226,233.230774,216.930511,3479723
2017-01-27,233.846161,234.153839,230.307693,230.846161,214.712509,3900728
2017-01-30,230.461533,231.538467,229.000000,230.461533,214.354813,3407534
2017-01-31,229.615387,230.000000,226.923080,228.461533,212.494568,5031442
2017-02-01,228.692307,229.307693,227.384613,228.384613,212.423035,3338699
2017-02-02,227.538467,228.538467,226.923080,228.307693,212.351532,2822235
2017-02-03,229.153839,229.230774,227.230774,228.461533,212.494568,4043559
2017-02-06,228.307693,228.846161,227.461533,228.153839,212.208389,3084263
2017-02-07,228.846161,229.307693,227.153839,227.384613,211.492920,3091179
2017-02-08,227.000000,227.230774,225.076920,226.384613,210.562790,4183582
2017-02-09,227.076920,228.461533,226.615387,227.615387,211.707581,2816580
2017-02-10,228.769226,228.846161,227.307693,228.615387,212.637680,2962323
2017-02-13,229.846161,231.230774,228.692307,231.076920,214.927185,4812600
2017-02-14,231.769226,232.923080,230.153839,232.923080,216.644287,4553679
2017-02-15,233.000000,233.461533,232.153839,233.461533,217.145142,3311399
2017-02-16,233.461533,234.384613,233.076920,234.230774,217.860611,3371225
2017-02-17,233.923080,234.153839,232.307693,233.615387,217.288193,2840422
2017-02-21,233.923080,235.307693,233.384613,234.769226,218.361420,3931330
2017-02-22,234.769226,235.000000,232.769226,233.307693,217.002029,3916185
2017-02-23,231.076920,231.384613,229.615387,230.923080,216.497238,3763227
2017-02-24,229.538467,232.230774,229.076920,232.230774,217.723206,3552081
2017-02-27,231.153839,231.923080,230.000000,230.307693,215.920303,3064334
2017-02-28,230.692307,231.384613,228.230774,229.307693,214.982758,5084547
2017-03-01,230.615387,233.461533,229.384613,232.230774,217.723206,4794790
2017-03-02,232.538467,232.538467,230.769226,232.230774,217.723206,3593252
2017-03-03,232.230774,232.461533,231.153839,231.692307,217.218384,2594410
2017-03-06,230.769226,231.384613,230.153839,230.769226,216.352936,3044678
2017-03-07,230.230774,230.692307,229.153839,229.692307,215.343338,3897777
2017-03-08,229.923080,230.307693,228.692307,229.230774,214.910614,4200092
2017-03-09,228.846161,229.461533,227.384613,228.153839,213.900970,3372226
2017-03-10,229.538467,234.076920,227.923080,232.923080,218.372284,7697547
2017-03-13,232.538467,232.769226,229.153839,229.692307,215.343338,3924414
2017-03-14,228.923080,229.153839,226.692307,227.230774,213.035568,2964208
2017-03-15,227.307693,229.461533,226.692307,228.923080,214.622162,3268564
2017-03-16,229.230774,229.384613,227.846161,228.846161,214.550049,2756910
2017-03-17,229.615387,231.076920,229.000000,229.846161,215.487564,5673070
2017-03-20,230.000000,230.153839,228.384613,228.769226,214.477951,2454062
2017-03-21,229.692307,229.692307,225.692307,226.076920,211.953827,3488524
2017-03-22,227.384613,228.538467,225.461533,227.153839,212.963470,3380091
2017-03-23,226.923080,228.692307,226.000000,227.846161,213.612534,3207750
2017-03-24,227.615387,229.307693,227.153839,228.615387,214.333710,3624426
2017-03-27,226.538467,227.000000,225.000000,226.461533,212.314392,3768271
2017-03-28,225.461533,228.692307,225.000000,227.846161,213.612534,3620201
2017-03-29,227.076920,228.538467,226.615387,228.307693,214.045197,3582644
2017-03-30,228.153839,230.692307,227.923080,229.769226,215.415482,4674969
2017-03-31,229.692307,231.076920,228.769226,229.230774,214.910614,6603545
2017-04-03,228.923080,230.769226,228.846161,229.846161,215.487564,3888599
2017-04-04,230.000000,231.461533,228.461533,230.923080,216.497238,3257436
2017-04-05,231.461533,234.000000,230.384613,230.538467,216.136627,3358875
2017-04-06,230.769226,232.153839,230.153839,230.230774,215.848145,2801500
2017-04-07,230.153839,232.230774,230.153839,230.692307,216.280869,2466841
2017-04-10,231.307693,232.538467,230.461533,230.846161,216.425110,2405676
2017-04-11,230.769226,231.538467,229.538467,231.076920,216.641434,2865226
2017-04-12,229.846161,230.000000,228.076920,229.000000,214.694321,3515369
2017-04-13,228.461533,229.230774,227.307693,227.384613,213.179810,2599740
2017-04-17,227.846161,228.461533,227.307693,228.000000,213.756729,2830958
2017-04-18,227.692307,230.000000,227.538467,229.538467,215.199127,3341858
2017-04-19,229.923080,231.230774,229.769226,230.769226,216.352936,3457272
2017-04-20,231.153839,234.923080,231.000000,232.846161,218.300156,4820608
2017-04-21,232.846161,233.692307,226.538467,227.307693,213.107666,9405682
2017-04-24,229.615387,230.230774,226.846161,227.307693,213.107666,6316076
2017-04-25,226.538467,227.692307,225.538467,226.538467,212.386520,5181033
2017-04-26,227.076920,227.307693,225.076920,225.076920,211.016251,4857892
2017-04-27,225.307693,225.461533,223.230774,223.692307,209.718140,4282174
2017-04-28,223.846161,224.307693,222.538467,223.000000,209.069107,3130296
2017-05-01,223.153839,224.384613,222.538467,222.615387,208.708527,3122054
2017-05-02,223.153839,223.461533,222.384613,223.000000,209.069107,4388800
2017-05-03,222.461533,225.307693,221.923080,224.846161,210.799927,3496129
2017-05-04,225.153839,225.461533,223.461533,224.615387,210.583572,2549846
2017-05-05,224.076920,224.923080,223.923080,224.769226,210.727814,2200523
2017-05-08,224.307693,225.000000,223.076920,223.615387,209.646027,2811939
2017-05-09,223.692307,223.769226,222.000000,222.538467,208.636414,3099031
2017-05-10,222.461533,222.538467,220.000000,220.769226,206.977692,3386136
2017-05-11,220.615387,222.230774,219.230774,222.076920,208.203674,3642002
2017-05-12,218.153839,218.846161,214.230774,217.461533,203.876648,8896316
2017-05-15,215.923080,217.230774,215.153839,216.769226,203.227554,5169775
2017-05-16,217.307693,217.538467,215.384613,215.692307,202.217911,3836196
2017-05-17,214.000000,221.384613,210.846161,210.846161,197.674500,6820034
2017-05-18,209.692307,212.692307,208.461533,211.384613,198.179321,6298188
2017-05-19,211.923080,216.692307,211.538467,215.769226,202.290054,6303531
2017-05-22,217.153839,217.692307,215.846161,216.769226,203.227554,3615391
2017-05-23,217.000000,217.538467,216.230774,217.538467,203.948730,3104023
2017-05-24,217.846161,219.230774,212.461533,214.076920,200.703461,6980909
2017-05-25,213.769226,214.615387,210.923080,211.461533,198.251465,5103072
2017-05-26,211.230774,211.923080,209.923080,211.153839,197.962982,3981120
2017-05-30,210.076920,211.153839,208.923080,210.461533,197.313873,4736641
2017-05-31,210.230774,211.076920,209.153839,210.615387,197.458176,4629365
2017-06-01,211.615387,214.461533,211.538467,213.230774,199.910156,4210401
2017-06-02,214.384613,214.923080,212.461533,214.461533,201.064056,4810988
2017-06-05,214.615387,215.923080,213.923080,215.230774,201.785217,5656235
2017-06-06,215.230774,215.692307,213.923080,214.846161,201.424622,4383756
2017-06-07,215.000000,215.076920,210.769226,212.923080,199.621704,5660083
2017-06-08,212.923080,214.000000,211.769226,212.230774,198.972626,5319574
2017-06-09,212.538467,215.153839,212.230774,214.923080,201.496735,3297164
2017-06-12,224.923080,226.692307,221.000000,222.615387,208.708527,18081635
2017-06-13,224.000000,224.307693,218.000000,218.846161,205.174744,7647081
2017-06-14,219.076920,221.538467,218.230774,220.692307,206.905579,5345639
2017-06-15,219.076920,222.692307,218.692307,222.615387,210.469147,6222853
2017-06-16,222.923080,223.153839,220.153839,223.076920,210.905502,10603528
2017-06-19,222.769226,223.076920,221.076920,221.538467,209.450974,3965611
2017-06-20,220.846161,220.923080,216.000000,216.384613,204.578323,6180577
2017-06-21,216.769226,216.846161,212.692307,213.692307,202.032944,4388553
2017-06-22,213.615387,214.076920,211.846161,211.923080,200.360229,4729998
2017-06-23,213.769226,213.769226,211.538467,212.076920,200.505676,4125745
2017-06-26,212.230774,212.923080,211.538467,212.384613,200.796585,3705208
2017-06-27,211.692307,212.230774,209.230774,209.307693,197.887527,5372822
2017-06-28,209.692307,210.769226,208.076920,208.307693,196.942093,4032054
2017-06-29,208.923080,210.846161,206.076920,207.846161,196.505722,4775173
2017-06-30,208.384613,209.153839,207.000000,207.769226,196.433029,3413046
2017-07-03,208.923080,212.230774,208.153839,211.153839,199.632965,2686450
2017-07-05,211.846161,212.000000,209.461533,210.384613,198.905746,2765126
2017-07-06,206.615387,208.076920,200.769226,202.384613,191.342209,9963967
2017-07-07,201.923080,202.307693,199.846161,201.153839,190.178558,5270603
2017-07-10,201.000000,201.461533,198.846161,200.307693,189.378571,6078176
2017-07-11,200.230774,203.461533,199.307693,202.923080,191.851273,5362708
2017-07-12,204.153839,206.230774,202.846161,204.461533,193.305786,6628219
2017-07-13,204.461533,206.384613,203.846161,206.076920,194.833023,3609788
2017-07-14,205.692307,206.923080,205.615387,206.000000,194.760330,2737579
2017-07-17,205.846161,206.769226,205.538467,206.307693,195.051254,3600428
2017-07-18,205.846161,207.076920,205.692307,206.846161,195.560318,3398993
2017-07-19,206.538467,207.923080,206.461533,207.230774,195.923965,3223012
2017-07-20,207.846161,208.076920,204.615387,205.307693,194.105789,7170553
2017-07-21,195.230774,200.076920,194.307693,199.307693,188.433167,11784487
2017-07-24,198.307693,198.846161,195.000000,195.615387,184.942307,7393399
2017-07-25,196.692307,197.923080,195.076920,195.692307,185.015045,6003595
2017-07-26,196.846161,197.615387,195.153839,196.846161,186.105911,5295342
2017-07-27,196.846161,198.461533,196.307693,198.384613,187.560440,5185440
2017-07-28,198.923080,199.076920,195.384613,196.384613,185.669586,3677284
2017-07-31,196.461533,197.615387,196.076920,197.000000,186.251389,3980119
2017-08-01,197.153839,197.384613,194.846161,195.692307,185.015045,5448469
2017-08-02,195.692307,196.692307,195.307693,196.307693,185.596863,3560310
2017-08-03,196.846161,198.307693,195.153839,198.153839,187.342255,4019171
2017-08-04,198.076920,198.846161,197.076920,198.307693,187.487686,3030690
2017-08-07,198.000000,198.384613,196.538467,197.153839,186.396835,2453152
2017-08-08,197.153839,199.153839,196.307693,196.615387,185.887787,3528668
2017-08-09,196.538467,197.846161,195.846161,197.769226,186.978653,3857230
2017-08-10,197.769226,197.769226,194.384613,194.615387,183.996887,3858257
2017-08-11,195.384613,195.769226,193.769226,193.846161,183.269623,2498249
2017-08-14,194.461533,196.538467,194.230774,195.076920,184.433212,3157973
2017-08-15,193.923080,194.769226,193.076920,193.384613,182.833252,3553537
2017-08-16,193.230774,194.230774,192.692307,193.076920,182.542374,3571594
2017-08-17,192.846161,193.076920,190.153839,190.384613,179.996948,4058821
2017-08-18,189.461533,190.307693,188.000000,188.846161,178.542435,4455503
2017-08-21,188.384613,189.230774,187.076920,188.384613,178.106033,5987150
2017-08-22,189.000000,190.307693,188.307693,189.230774,178.906067,3895983
2017-08-23,188.615387,188.923080,187.230774,187.615387,177.378769,4489368
2017-08-24,187.923080,188.769226,186.923080,186.923080,176.724289,3321227
2017-08-25,187.615387,189.230774,187.307693,188.384613,178.106033,2972814
2017-08-28,188.692307,189.769226,187.307693,188.230774,177.960602,3111888
2017-08-29,187.153839,188.153839,186.769226,188.000000,177.742462,3108313
2017-08-30,188.384613,188.384613,185.769226,186.769226,176.578812,4403880
2017-08-31,187.769226,190.000000,186.769226,188.846161,178.542435,7186959
2017-09-01,189.230774,194.615387,188.384613,193.384613,182.833252,7650253
2017-09-05,192.769226,192.769226,189.000000,190.384613,179.996948,5789992
2017-09-06,191.461533,192.461533,190.923080,191.692307,181.233261,7153250
2017-09-07,188.538467,188.846161,183.307693,184.769226,174.687943,10414118
2017-09-08,184.230774,184.615387,181.384613,183.230774,173.233398,5798585
2017-09-11,183.076920,183.769226,181.692307,182.461533,172.506119,5629858
2017-09-12,183.230774,183.923080,182.384613,183.923080,173.887955,6456138
2017-09-13,184.076920,186.000000,184.000000,185.461533,175.342468,5021861
2017-09-14,185.384613,186.692307,184.153839,186.615387,176.433395,5470985
2017-09-15,185.384613,185.923080,182.692307,184.076920,175.772247,8652800
2017-09-18,184.307693,188.846161,184.076920,188.153839,179.665268,6825585
2017-09-19,188.153839,188.230774,184.769226,186.153839,177.755478,5894265
2017-09-20,186.153839,187.769226,186.076920,187.076920,178.636963,5170139
2017-09-21,187.153839,191.076920,185.923080,190.384613,181.795410,6775015
2017-09-22,191.076920,192.615387,190.538467,191.307693,182.676834,5163275
2017-09-25,191.692307,193.692307,191.153839,193.153839,184.439682,5523440
2017-09-26,193.461533,193.923080,191.692307,191.769226,183.117569,5297916
2017-09-27,192.307693,192.692307,186.769226,187.461533,179.004211,7343570
2017-09-28,187.615387,188.076920,185.846161,186.461533,178.049316,4700072
2017-09-29,186.307693,186.846161,184.692307,186.000000,177.608612,4377581
2017-10-02,186.307693,189.307693,185.384613,189.000000,180.473282,5525156
2017-10-03,189.307693,191.000000,187.153839,190.769226,182.162674,4407975
2017-10-04,191.384613,191.461533,187.923080,188.307693,179.812164,4179422
2017-10-05,187.615387,189.000000,185.769226,188.769226,180.252884,4518657
2017-10-06,187.769226,188.769226,185.615387,187.615387,179.151108,5294874
2017-10-09,185.384613,185.769226,178.846161,180.230774,172.099655,18239364
2017-10-10,182.307693,183.538467,179.384613,179.692307,171.585480,10474243
2017-10-11,177.923080,179.000000,176.153839,177.461533,169.455338,10552477
2017-10-12,177.307693,177.615387,175.615387,177.307693,169.308487,7793331
2017-10-13,178.076920,178.692307,176.615387,176.769226,168.794296,5250934
2017-10-16,176.846161,180.615387,176.384613,179.692307,171.585480,6468514
2017-10-17,178.615387,178.846161,176.923080,178.384613,170.336792,7623083
2017-10-18,178.461533,179.076920,177.461533,177.846161,169.822617,4546191
2017-10-19,178.000000,182.923080,177.307693,181.384613,173.201431,9824633
2017-10-20,170.307693,183.384613,170.000000,183.307693,175.037750,25012572
2017-10-23,180.307693,180.307693,170.615387,171.692307,163.946365,24354317
2017-10-24,170.153839,171.615387,167.307693,168.384613,160.787918,17370067
2017-10-25,168.000000,168.384613,163.846161,165.384613,157.923309,14367366
2017-10-26,165.923080,166.538467,163.076920,164.000000,156.601135,11216881
2017-10-27,163.538467,163.846161,158.769226,159.923080,152.708176,12809498
2017-10-30,158.615387,159.384613,155.846161,157.000000,149.916931,12790115
2017-10-31,155.846161,156.923080,154.230774,155.076920,148.080612,12740923
2017-11-01,154.384613,157.846161,153.538467,154.000000,147.052292,11922872
2017-11-02,154.230774,154.461533,151.000000,153.384613,146.464645,10599121
2017-11-03,153.230774,156.384613,152.769226,154.923080,147.933731,8821930
2017-11-06,157.846161,157.923080,154.461533,154.846161,147.860260,7888335
2017-11-07,155.153839,155.769226,154.769226,155.461533,148.447861,5415956
2017-11-08,155.461533,156.307693,154.384613,154.769226,147.786850,5158725
2017-11-09,154.153839,154.384613,152.692307,153.769226,146.831924,6610565
2017-11-10,153.692307,159.076920,153.076920,157.615387,150.504578,13095277
2017-11-13,155.846161,159.615387,144.230774,146.307693,139.707001,34002462
2017-11-14,144.538467,145.230774,134.307693,137.692307,131.480301,40632384
2017-11-15,134.692307,141.384613,134.615387,140.461533,134.124588,18767840
2017-11-16,142.153839,142.153839,138.846161,140.384613,134.051147,11618958
2017-11-17,141.076920,142.076920,140.076920,140.076920,133.757355,7859436
2017-11-20,138.076920,139.461533,137.153839,138.307693,132.067917,8311433
2017-11-21,138.076920,139.000000,136.153839,137.153839,130.966141,10129457
2017-11-22,139.615387,140.384613,137.230774,139.615387,133.316635,7130084
2017-11-24,141.384613,141.384613,139.615387,139.923080,133.610458,3236701
2017-11-27,141.076920,142.307693,139.153839,139.384613,133.096298,10250812
2017-11-28,139.769226,141.846161,138.923080,141.615387,135.226425,7295002
2017-11-29,141.923080,142.615387,140.846161,142.153839,135.740585,7170735
2017-11-30,142.769226,143.000000,139.846161,140.692307,134.344971,8847202
2017-12-01,140.615387,140.615387,137.384613,137.538467,131.333420,10663588
2017-12-04,138.461533,138.923080,137.538467,138.076920,131.847595,8885227
2017-12-05,136.769226,138.538467,135.923080,136.615387,130.451981,8555937
2017-12-06,135.461533,137.230774,135.384613,135.846161,129.717453,5708768
2017-12-07,137.000000,138.923080,135.615387,136.230774,130.084747,7226011
2017-12-08,136.307693,137.076920,135.846161,136.230774,130.084747,7077655
2017-12-11,135.461533,136.846161,134.846161,135.769226,129.644012,7562256
2017-12-12,138.076920,138.769226,135.769226,137.769226,131.553757,8688212
2017-12-13,137.846161,138.384613,136.615387,136.615387,130.451981,5473585
2017-12-14,136.692307,137.076920,135.692307,135.692307,129.570541,6310954
2017-12-15,136.769226,137.153839,135.846161,137.076920,130.892700,11489647
2017-12-18,137.461533,138.846161,136.538467,136.615387,130.451981,7008742
2017-12-19,136.692307,136.923080,135.000000,135.307693,129.203278,8514493
2017-12-20,135.615387,135.769226,133.538467,134.230774,128.174957,9797450
2017-12-21,134.307693,136.076920,134.153839,134.384613,128.321838,8824101
2017-12-22,134.692307,135.076920,133.846161,134.615387,128.542191,6028152
2017-12-26,134.230774,135.846161,133.846161,134.076920,128.911987,7193927
2017-12-27,134.307693,135.615387,133.153839,133.692307,128.542191,7816471
2017-12-28,133.461533,133.846161,132.692307,133.538467,128.394318,7921537
2017-12-29,132.846161,134.846161,132.846161,134.230774,129.059937,9899435
2018-01-02,135.230774,138.384613,134.846161,138.307693,132.979797,10084139
2018-01-03,140.769226,141.076920,138.692307,139.615387,134.237106,10591399
2018-01-04,141.384613,143.230774,140.769226,142.538467,137.047607,10732085
2018-01-05,145.076920,145.153839,142.307693,142.615387,137.121536,10384361
2018-01-08,143.615387,143.846161,139.230774,140.615387,135.198608,10672688
2018-01-09,141.000000,143.538467,139.307693,142.769226,137.269455,8632026
2018-01-10,143.000000,146.615387,142.923080,145.615387,140.005966,10701886
2018-01-11,147.923080,149.153839,146.153839,146.307693,140.671631,12964328
2018-01-12,147.076920,147.307693,143.846161,144.307693,138.748688,11319971
2018-01-16,140.923080,142.384613,138.153839,140.076920,134.680878,26735410
2018-01-17,135.769226,136.153839,132.769226,133.461533,128.320313,24379836
2018-01-18,133.846161,134.461533,128.923080,129.000000,124.030655,22394242
2018-01-19,128.076920,128.692307,123.230766,125.076920,120.258705,27943136
2018-01-22,122.307693,125.615387,121.538460,124.384613,119.593056,17447599
2018-01-23,125.384613,131.000000,125.153847,129.923080,124.918190,16020745
2018-01-24,130.769226,133.538467,125.000000,126.461540,121.589989,21712301
2018-01-25,126.923080,127.846153,124.076920,124.461540,119.667023,12357423
2018-01-26,124.076920,124.307693,122.538460,124.076920,119.297241,11815518
2018-01-29,123.230766,126.384613,122.846153,125.230766,120.406624,9637485
2018-01-30,123.846153,125.153847,122.692307,122.692307,117.965958,8873046
2018-01-31,123.538460,125.153847,123.000000,124.384613,119.593056,9979996
2018-02-01,123.538460,123.923080,122.461540,123.230766,118.483681,6867120
2018-02-02,122.230766,122.538460,120.000000,120.307693,115.673210,10698324
2018-02-05,119.076920,120.230766,114.692307,114.692307,110.274132,16021408
2018-02-06,114.000000,118.000000,113.153847,117.461540,112.936684,16486587
2018-02-07,117.769234,119.384613,117.307693,117.307693,112.788780,9880936
2018-02-08,116.846153,117.000000,111.153847,111.153847,106.871964,18022693
2018-02-09,113.000000,115.615387,109.461540,114.923080,110.496017,16777254
2018-02-12,115.846153,116.461540,113.692307,114.000000,109.608482,9825712
2018-02-13,113.384613,113.769234,111.769234,112.846153,108.499084,9581039
2018-02-14,113.000000,115.615387,112.615387,114.615387,110.200165,11168560
2018-02-15,114.846153,116.461540,113.615387,114.230766,109.830360,7135050
2018-02-16,114.230766,117.153847,113.923080,115.769234,111.309570,8414224
2018-02-20,114.769234,115.153847,112.461540,113.384613,109.016815,8016541
2018-02-21,113.153847,113.307693,111.153847,111.461540,107.167809,12754495
2018-02-22,111.769234,115.923080,111.461540,112.461540,108.129295,10204636
2018-02-23,111.769234,112.846153,111.461540,111.461540,108.054718,6878638
2018-02-26,110.692307,112.923080,107.307693,112.692307,109.247864,18878678
2018-02-27,112.846153,116.769234,111.538460,111.538460,108.129288,12093120
2018-02-28,112.307693,112.461540,108.384613,108.538460,105.220970,11519833
2018-03-01,108.923080,109.692307,107.307693,107.846153,104.549828,11943841
2018-03-02,107.615387,109.538460,107.461540,108.615387,105.295563,9701848
2018-03-05,109.076920,112.692307,108.615387,110.923080,107.532700,11368435
2018-03-06,112.307693,112.846153,111.615387,112.615387,109.173294,7553897
2018-03-07,111.384613,112.230766,109.076920,111.615387,108.203857,10789896
2018-03-08,111.538460,112.615387,110.846153,111.692307,108.278427,6447376
2018-03-09,112.461540,115.000000,111.615387,114.923080,111.410454,8340306
2018-03-12,115.538460,117.923080,115.076920,116.153847,112.603607,9129458
2018-03-13,113.000000,113.384613,110.307693,111.000000,107.607285,15433392
2018-03-14,111.230766,112.230766,109.538460,109.769234,106.414131,7418697
2018-03-15,110.076920,111.923080,109.692307,110.461540,107.085297,6165237
2018-03-16,110.307693,110.923080,109.076920,110.076920,106.712425,14883570
2018-03-19,109.692307,109.846153,107.692307,108.230766,104.922699,8603946
2018-03-20,108.461540,108.538460,104.769234,104.923080,101.716110,11559795
2018-03-21,105.076920,107.384613,104.384613,106.769234,103.505836,8468538
2018-03-22,105.769234,106.076920,102.461540,102.692307,99.553505,9259588
2018-03-23,103.076920,103.461540,100.153847,100.538460,97.465492,10925499
2018-03-26,101.769234,101.846153,97.923080,99.153847,96.123199,13706641
2018-03-27,99.384613,105.538460,98.615387,103.384613,100.224655,20145918
2018-03-28,104.000000,107.307693,100.692307,105.230766,102.014381,18083611
2018-03-29,104.461540,105.076920,102.692307,103.692307,100.522949,9686859
2018-04-02,103.461540,104.153847,99.692307,100.923080,97.838379,9371310
2018-04-03,100.923080,101.076920,98.461540,101.000000,97.912933,7772063
2018-04-04,98.615387,102.307693,98.384613,102.153847,99.031494,7432412
2018-04-05,102.230766,104.307693,101.307693,103.307693,100.150085,6958406
2018-04-06,102.461540,103.615387,99.461540,100.461540,97.390930,8250567
2018-04-09,100.769234,101.230766,98.615387,98.692307,95.675774,8883238
2018-04-10,100.076920,101.076920,99.615387,100.384613,97.316353,7465601
2018-04-11,99.307693,100.615387,98.846153,99.769234,96.719780,6528600
2018-04-12,100.230766,101.923080,99.769234,101.384613,98.285789,8272056
2018-04-13,103.153847,105.230766,102.769234,103.769234,100.597527,9251905
2018-04-16,103.846153,104.461540,101.769234,102.538460,99.404381,7576270
2018-04-17,102.923080,106.692307,102.769234,106.076920,102.834686,9376783
2018-04-18,106.769234,107.076920,104.769234,105.076920,101.865234,5587855
2018-04-19,105.153847,108.153847,104.846153,107.615387,104.326126,11411699
2018-04-20,114.923080,115.769234,110.307693,111.846153,108.427559,24529180
2018-04-23,113.461540,113.692307,110.692307,111.692307,108.278427,9531184
2018-04-24,112.769234,113.615387,111.846153,112.923080,109.471581,9654021
2018-04-25,113.230766,113.307693,107.000000,108.076920,104.773552,14464034
2018-04-26,108.538460,111.538460,108.153847,110.615387,107.234421,8431566
2018-04-27,109.384613,111.384613,109.153847,110.615387,107.234421,6347588
2018-04-30,110.538460,110.692307,108.230766,108.230766,104.922699,6309524
2018-05-01,108.307693,108.384613,106.384613,108.076920,104.773552,6678425
2018-05-02,108.461540,110.615387,108.307693,109.076920,105.742966,6718140
2018-05-03,109.153847,109.153847,106.538460,107.153847,103.878685,7890610
2018-05-04,106.692307,108.692307,105.923080,108.461540,105.146408,5448170
2018-05-07,108.384613,109.076920,107.692307,108.230766,104.922699,4272905
2018-05-08,109.076920,111.461540,108.384613,109.769234,106.414131,7713693
2018-05-09,110.384613,112.923080,110.000000,112.461540,109.024155,6612827
2018-05-10,113.538460,113.538460,111.538460,113.000000,109.546165,4872517
2018-05-11,113.384613,113.615387,111.692307,112.307693,108.875015,3719443
2018-05-14,113.076920,113.846153,112.615387,113.153847,109.695313,5334290
2018-05-15,113.076920,113.230766,112.076920,113.153847,109.695313,4583631
2018-05-16,113.153847,116.153847,113.000000,115.615387,112.081589,7101042
2018-05-17,116.307693,117.230766,114.769234,115.615387,112.081589,6594718
2018-05-18,116.000000,116.153847,114.769234,115.153847,111.634171,4467294
2018-05-21,118.153847,119.615387,116.923080,117.384613,113.796753,10129184
2018-05-22,118.384613,119.923080,117.615387,117.615387,114.020485,8546083
2018-05-23,116.923080,117.000000,108.538460,109.076920,105.742966,19154018
2018-05-24,110.307693,113.230766,109.538460,112.307693,108.875015,13703820
2018-05-25,112.384613,112.846153,110.846153,112.538460,109.098717,6460831
2018-05-29,111.384613,111.692307,107.846153,109.076920,105.742966,9885772
2018-05-30,108.769234,109.538460,107.846153,109.000000,105.668419,6787092
